ID	FORM_ID	DOCULECT	DOCULECT_ID	CONCEPT	CONCEPT_ID	VALUE	FORM	BORROWING
231995	260-10-550-2	Yagua	260	reach, arrive	10-550	hĩta; hntĩ; hũni; hntõ	hntĩ	
231996	260-10-550-3	Yagua	260	reach, arrive	10-550	hĩta; hntĩ; hũni; hntõ	hũni	
231997	260-10-550-4	Yagua	260	reach, arrive	10-550	hĩta; hntĩ; hũni; hntõ	hntõ	
231998	260-10-560-1	Yagua	260	approach	10-560	tudi	tudi	
231999	260-10-570-1	Yagua	260	enter	10-570	hay; sihe	hay	
232000	260-10-570-2	Yagua	260	enter	10-570	hay; sihe	sihe	
232001	260-10-610-1	Yagua	260	carry (bear)	10-610	hiyata; pũča; pũryĩ; titya	hiyata	
232002	260-10-610-2	Yagua	260	carry (bear)	10-610	hiyata; pũča; pũryĩ; titya	pũča	
232003	260-10-610-3	Yagua	260	carry (bear)	10-610	hiyata; pũča; pũryĩ; titya	pũryĩ	
232004	260-10-610-4	Yagua	260	carry (bear)	10-610	hiyata; pũča; pũryĩ; titya	titya	
232005	260-10-612-1	Yagua	260	carry-in-hand	10-612	htu; hũtu	htu	
232006	260-10-612-2	Yagua	260	carry-in-hand	10-612	htu; hũtu	hũtu	
232007	260-10-613-1	Yagua	260	carry-on-shoulder	10-613	sa- titya; nuču	sa- titya	
232008	260-10-613-2	Yagua	260	carry-on-shoulder	10-613	sa- titya; nuču	nuču	
232009	260-10-620-1	Yagua	260	bring	10-620	hũri	hũri	
232010	260-10-630-1	Yagua	260	send	10-630	hpã; nsũy	hpã	
232011	260-10-630-2	Yagua	260	send	10-630	hpã; nsũy	nsũy	
232012	260-10-640-1	Yagua	260	lead (vb)	10-640	mutay; hiyata	mutay	
232013	260-10-640-2	Yagua	260	lead (vb)	10-640	mutay; hiyata	hiyata	
232014	260-10-670-1	Yagua	260	push, shove	10-670	hatya	hatya	
232015	260-10-710-1	Yagua	260	road	10-710	nũ; nũki	nũ	
232016	260-10-710-2	Yagua	260	road	10-710	nũ; nũki	nũki	
232017	260-10-720-1	Yagua	260	path	10-720	mantya; nũ	mantya	
232018	260-10-720-2	Yagua	260	path	10-720	mantya; nũ	nũ	
232019	260-10-740-1	Yagua	260	bridge	10-740	ramutĩnu	ramutĩnu	
232020	260-10-750-1	Yagua	260	carriage, wagon, cart	10-750	[karru]	karru	1
232021	260-10-760-1	Yagua	260	wheel	10-760	watatõ	watatõ	
232022	260-10-810-1	Yagua	260	ship	10-810	[wapuru]	wapuru	1
232023	260-10-830-1	Yagua	260	boat	10-830	kartye; [wapuru]	kartye	
232024	260-10-830-2	Yagua	260	boat	10-830	kartye; [wapuru]	wapuru	1
232025	260-10-831-1	Yagua	260	canoe	10-831	kartye; hũmuɲu	kartye	
232026	260-10-831-2	Yagua	260	canoe	10-831	kartye; hũmuɲu	hũmuɲu	
232027	260-10-840-1	Yagua	260	raft	10-840	murityu; murtyu; rityu	murityu	
232028	260-10-840-2	Yagua	260	raft	10-840	murityu; murtyu; rityu	murtyu	
232029	260-10-840-3	Yagua	260	raft	10-840	murityu; murtyu; rityu	rityu	
232030	260-10-850-1	Yagua	260	oar	10-850	satyã	satyã	
232031	260-10-851-1	Yagua	260	paddle (noun)	10-851	satyã; -hay; -hi;	satyã	
232032	260-10-851-2	Yagua	260	paddle (noun)	10-851	satyã; -hay; -hi;	-hay	
232033	260-10-851-3	Yagua	260	paddle (noun)	10-851	satyã; -hay; -hi;	-hi	
232034	260-10-852-1	Yagua	260	row (vb)	10-852	sayã	sayã	
232035	260-10-860-1	Yagua	260	rudder	10-860	[timyũ]	timyũ	1
232036	260-10-910-1	Yagua	260	harbor, port	10-910	hmusaho; hũmusaho	hmusaho	
232037	260-10-910-2	Yagua	260	harbor, port	10-910	hmusaho; hũmusaho	hũmusaho	
232038	260-10-920-1	Yagua	260	land (vb)	10-920	hta	hta	
232039	260-11-110-1	Yagua	260	have	11-110	-tĩ; -tara	-tĩ	
232040	260-11-110-2	Yagua	260	have	11-110	-tĩ; -tara	-tara	
232041	260-11-120-1	Yagua	260	own, possess	11-120	-hãmi; -tĩ	-hãmi	
232042	260-11-120-2	Yagua	260	own, possess	11-120	-hãmi; -tĩ	-tĩ	
232043	260-11-130-1	Yagua	260	take	11-130	hũri	hũri	
232044	260-11-140-1	Yagua	260	seize, grasp	11-140	hũri	hũri	
232045	260-11-150-1	Yagua	260	hold	11-150	hũri	hũri	
232046	260-11-160-1	Yagua	260	get, obtain	11-160	hũri	hũri	
232047	260-11-170-1	Yagua	260	keep, retain	11-170	bay	bay	
232048	260-11-180-1	Yagua	260	thing	11-180	tara	tara	
232049	260-11-210-1	Yagua	260	give	11-210	sãy	sãy	
232050	260-11-220-1	Yagua	260	give back	11-220	tãryatani	tãryatani	
232051	260-11-240-1	Yagua	260	preserve, look after	11-240	bay; hnũču/ hnũtya	bay	
232052	260-11-240-2	Yagua	260	preserve, look after	11-240	bay; hnũču/ hnũtya	hnũču	
232053	260-11-240-3	Yagua	260	preserve, look after	11-240	bay; hnũču/ hnũtya	hnũtya	
232054	260-11-250-1	Yagua	260	save, rescue	11-250	hantyuy; rãy	hantyuy	
232055	260-11-250-2	Yagua	260	save, rescue	11-250	hantyuy; rãy	rãy	
232056	260-11-270-1	Yagua	260	destroy	11-270	parita	parita	
232057	260-11-280-1	Yagua	260	harm, injure, damage	11-280	harupanu; hpãy; harupanu	harupanu	
232058	260-11-280-2	Yagua	260	harm, injure, damage	11-280	harupanu; hpãy; harupanu	hpãy	
232059	260-11-280-3	Yagua	260	harm, injure, damage	11-280	harupanu; hpãy; harupanu	harupanu	
232060	260-11-310-1	Yagua	260	seek, look for	11-310	wãta	wãta	
232061	260-11-320-1	Yagua	260	find	11-320	dirye; sara; sirye; sarye	dirye	
232062	260-11-320-2	Yagua	260	find	11-320	dirye; sara; sirye; sarye	sara	
232063	260-11-320-3	Yagua	260	find	11-320	dirye; sara; sirye; sarye	sirye	
232064	260-11-320-4	Yagua	260	find	11-320	dirye; sara; sirye; sarye	sarye	
232065	260-11-330-1	Yagua	260	lose	11-330	pãčitya; karay	pãčitya	
232066	260-11-330-2	Yagua	260	lose	11-330	pãčitya; karay	karay	
232067	260-11-340-1	Yagua	260	release, let go	11-340	hmũrya	hmũrya	
232068	260-11-430-1	Yagua	260	money	11-430	[k(u)riki; kuruki]	kriki	
232069	260-11-430-2	Yagua	260	money	11-430	[k(u)riki; kuruki]	kuruki	
232070	260-11-440-1	Yagua	260	coin	11-440	[kriki]dye	krikidye	1
232071	260-11-510-1	Yagua	260	rich	11-510	ratyã; taratĩ	ratyã	
232072	260-11-510-2	Yagua	260	rich	11-510	ratyã; taratĩ	taratĩ	
232073	260-11-520-1	Yagua	260	poor	11-520	hantyuyadaway	hantyuyadaway	
232074	260-11-530-1	Yagua	260	beggar	11-530	hačiɲũrya	hačiɲũrya	
232075	260-11-540-1	Yagua	260	avaricious, stingy	11-540	hũbarya	hũbarya	
232076	260-11-610-1	Yagua	260	lend	11-610	sãy	sãy	
232077	260-11-620-1	Yagua	260	borrow	11-620	sãy	sãy	
232078	260-11-630-1	Yagua	260	owe	11-630	sa- [diwyi]	sa- diwyi	1
232079	260-11-640-1	Yagua	260	debt	11-640	[diwyi]čara	diwyičara	1
232080	260-11-650-1	Yagua	260	pay (vb)	11-650	mučenu; muričenu	mučenu	
232081	260-11-650-2	Yagua	260	pay (vb)	11-650	mučenu; muričenu	muričenu	
232082	260-11-660-1	Yagua	260	account, reckoning	11-660	[kwenta]	kwenta	1
232083	260-11-770-1	Yagua	260	hire	11-770	hwatyani	hwatyani	
232084	260-11-780-1	Yagua	260	wages	11-780	[kãnã]čara	kãnãčara	1
232085	260-11-790-1	Yagua	260	earn	11-790	[kãnãy]	kãnãy	1
232086	260-11-810-1	Yagua	260	buy	11-810	tãryũy	tãryũy	
232087	260-11-820-1	Yagua	260	sell	11-820	tãryũtya	tãryũtya	
232088	260-11-840-1	Yagua	260	merchant	11-840	tãryũtyĩ; [rikyatũ]	tãryũtyĩ	
232089	260-11-840-2	Yagua	260	merchant	11-840	tãryũtyĩ; [rikyatũ]	rikyatũ	1
232090	260-11-850-1	Yagua	260	market (place)	11-850	tãryũtyaho	tãryũtyaho	
232091	260-11-860-1	Yagua	260	store, shop	11-860	[tĩnta]	tĩnta	1
232092	260-11-870-1	Yagua	260	price	11-870	muričeway	muričeway	
232093	260-11-880-1	Yagua	260	dear (costly, expensive)	11-880	hãmura ra-muričeway	hãmura ra-muričeway	
232094	260-11-890-1	Yagua	260	cheap	11-890	ne haryi muričewarya	ne haryi muričewarya	
232095	260-11-910-1	Yagua	260	share (distribute)	11-910	sãy	sãy	
232096	260-11-920-1	Yagua	260	weigh	11-920	hidye; hini; saranu	hidye	
232097	260-11-920-2	Yagua	260	weigh	11-920	hidye; hini; saranu	hini	
232098	260-11-920-3	Yagua	260	weigh	11-920	hidye; hini; saranu	saranu	
232099	260-12-10-1	Yagua	260	after	12-10	riwasi	riwasi	
232100	260-12-11-1	Yagua	260	behind	12-11	-hũsi; -nihyũ; -yadasi	-hũsi	
232101	260-12-11-2	Yagua	260	behind	12-11	-hũsi; -nihyũ; -yadasi	-nihyũ	
232102	260-12-11-3	Yagua	260	behind	12-11	-hũsi; -nihyũ; -yadasi	-yadasi	
232103	260-12-20-1	Yagua	260	beside	12-20	-tunu	-tunu	
232104	260-12-30-1	Yagua	260	down, below	12-30	-hari	-hari	
232105	260-12-40-1	Yagua	260	before	12-40	hũtyahũ	hũtyahũ	
232106	260-12-41-1	Yagua	260	front	12-41	hiyada; mõmu; yada	hiyada	
232107	260-12-41-2	Yagua	260	front	12-41	hiyada; mõmu; yada	mõmu	
232108	260-12-41-3	Yagua	260	front	12-41	hiyada; mõmu; yada	yada	
232109	260-12-50-1	Yagua	260	inside, in	12-50	wimu; musi; nube	wimu	
232110	260-12-50-2	Yagua	260	inside, in	12-50	wimu; musi; nube	musi	
232111	260-12-50-3	Yagua	260	inside, in	12-50	wimu; musi; nube	nube	
232112	260-12-60-1	Yagua	260	outside	12-60	bimu	bimu	
232113	260-12-70-1	Yagua	260	under	12-70	ra-hare; ra-hari	ra-hare	
232114	260-12-70-2	Yagua	260	under	12-70	ra-hare; ra-hari	ra-hari	
232115	260-12-80-1	Yagua	260	up, above	12-80	sa- hĩyu	sa- hĩyu	
232116	260-12-110-1	Yagua	260	place	12-110	-hi; -ho; wičaho	-hi	
232117	260-12-110-2	Yagua	260	place	12-110	-hi; -ho; wičaho	-ho	
232118	260-12-110-3	Yagua	260	place	12-110	-hi; -ho; wičaho	wičaho	
232119	260-12-120-1	Yagua	260	put	12-120	bay	bay	
232120	260-12-130-1	Yagua	260	sit	12-130	mãsa; kuru	mãsa	
232121	260-12-130-2	Yagua	260	sit	12-130	mãsa; kuru	kuru	
232122	260-12-140-1	Yagua	260	lie down	12-140	tiryõ	tiryõ	
232123	260-12-150-1	Yagua	260	stand	12-150	rani	rani	
232124	260-12-160-1	Yagua	260	remain, stay	12-160	mãčõ	mãčõ	
232125	260-12-170-1	Yagua	260	remains, left overs	12-170	-hinra; binra	-hinra	
232126	260-12-170-2	Yagua	260	remains, left overs	12-170	-hinra; binra	binra	
232127	260-12-210-1	Yagua	260	collect, gather	12-210	hato; so; hutyẽryani	hato	
232128	260-12-210-2	Yagua	260	collect, gather	12-210	hato; so; hutyẽryani	so	
232129	260-12-210-3	Yagua	260	collect, gather	12-210	hato; so; hutyẽryani	hutyẽryani	
232130	260-12-212-1	Yagua	260	pick up	12-212	hũri	hũri	
232131	260-12-213-1	Yagua	260	pile up	12-213	-hu; wiɲu; wiɲã	-hu	
232132	260-12-213-2	Yagua	260	pile up	12-213	-hu; wiɲu; wiɲã	wiɲu	
232133	260-12-213-3	Yagua	260	pile up	12-213	-hu; wiɲu; wiɲã	wiɲã	
232134	260-12-220-1	Yagua	260	join, unite	12-220	hutyẽryani	hutyẽryani	
232135	260-12-230-1	Yagua	260	separate	12-230	hintya nanta	hintya nanta	
232136	260-12-232-1	Yagua	260	divide	12-232	nanta	nanta	
232137	260-12-240-1	Yagua	260	open	12-240	muta; mudtarya	muta	
232138	260-12-240-2	Yagua	260	open	12-240	muta; mudtarya	mudtarya	
232139	260-12-250-1	Yagua	260	shut, close	12-250	tamuy; tanuwũnu; mutanu	tamuy	
232140	260-12-250-2	Yagua	260	shut, close	12-250	tamuy; tanuwũnu; mutanu	tanuwũnu	
232141	260-12-250-3	Yagua	260	shut, close	12-250	tamuy; tanuwũnu; mutanu	mutanu	
232142	260-12-260-1	Yagua	260	cover	12-260	mutanu	mutanu	
232143	260-12-270-1	Yagua	260	hide, conceal	12-270	dutya; padye	dutya	
232144	260-12-270-2	Yagua	260	hide, conceal	12-270	dutya; padye	padye	
232145	260-12-310-1	Yagua	260	high	12-310	nãway	nãway	
232146	260-12-320-1	Yagua	260	low	12-320	hapu-; wapu-	hapu-	
232147	260-12-320-2	Yagua	260	low	12-320	hapu-; wapu-	wapu-	
232148	260-12-330-1	Yagua	260	top	12-330	-nča	-nča	
232149	260-12-340-1	Yagua	260	bottom	12-340	kĩni	kĩni	
232150	260-12-350-1	Yagua	260	end	12-350	baryĩhada; kãsiyada	baryĩhada	
232151	260-12-350-2	Yagua	260	end	12-350	baryĩhada; kãsiyada	kãsiyada	
232152	260-12-352-1	Yagua	260	pointed	12-352	mõ; n(u)ro; do; hĩčitiryaki	mõ	
232153	260-12-352-2	Yagua	260	pointed	12-352	mõ; n(u)ro; do; hĩčitiryaki	nro	
232154	260-12-352-3	Yagua	260	pointed	12-352	mõ; n(u)ro; do; hĩčitiryaki	do	
232155	260-12-352-4	Yagua	260	pointed	12-352	mõ; n(u)ro; do; hĩčitiryaki	hĩčitiryaki	
232156	260-12-353-1	Yagua	260	edge	12-353	ramirya; ramurya	ramirya	
232157	260-12-353-2	Yagua	260	edge	12-353	ramirya; ramurya	ramurya	
232158	260-12-360-1	Yagua	260	side	12-360	himučõ; himunu; tunu	himučõ	
232159	260-12-360-2	Yagua	260	side	12-360	himučõ; himunu; tunu	himunu	
232160	260-12-360-3	Yagua	260	side	12-360	himučõ; himunu; tunu	tunu	
232161	260-12-370-1	Yagua	260	middle, center	12-370	-paruda; -hače; -kabiwa; -kabimu	-paruda	
232162	260-12-370-2	Yagua	260	middle, center	12-370	-paruda; -hače; -kabiwa; -kabimu	-hače	
232163	260-12-370-3	Yagua	260	middle, center	12-370	-paruda; -hače; -kabiwa; -kabimu	-kabiwa	
232164	260-12-370-4	Yagua	260	middle, center	12-370	-paruda; -hače; -kabiwa; -kabimu	-kabimu	
232165	260-12-410-1	Yagua	260	right (side)	12-410	ntityuday	ntityuday	
232166	260-12-420-1	Yagua	260	left (side)	12-420	mĩday	mĩday	
232167	260-12-430-1	Yagua	260	near (adv)	12-430	nũhi; di	nũhi	
232168	260-12-430-2	Yagua	260	near (adv)	12-430	nũhi; di	di	
232169	260-12-440-1	Yagua	260	far (adv)	12-440	ripya	ripya	
232170	260-12-450-1	Yagua	260	east	12-450	hiɲĩ mũtĩho	hiɲĩ mũtĩho	
232171	260-12-460-1	Yagua	260	west	12-460	hiɲĩ puryehyo	hiɲĩ puryehyo	
232172	260-12-470-1	Yagua	260	north	12-470	rawitãsamu	rawitãsamu	
232173	260-12-480-1	Yagua	260	south	12-480	hidyewitãsamu	hidyewitãsamu	
232174	260-12-530-1	Yagua	260	grow	12-530	hãwye	hãwye	
232175	260-12-540-1	Yagua	260	measure	12-540	saranu	saranu	
232176	260-12-541-1	Yagua	260	span, fathom	12-541	hũričara	hũričara	
232177	260-12-550-1	Yagua	260	large, big	12-550	hãmu-; -ki	hãmu-	
232178	260-12-550-2	Yagua	260	large, big	12-550	hãmu-; -ki	-ki	
232179	260-12-560-1	Yagua	260	small, little	12-560	pasi-; -de; wamiri-	pasi-	
232180	260-12-560-2	Yagua	260	small, little	12-560	pasi-; -de; wamiri-	-de	
232181	260-12-560-3	Yagua	260	small, little	12-560	pasi-; -de; wamiri-	wamiri-	
232182	260-12-570-1	Yagua	260	long	12-570	hãmukã-; -ki	hãmukã-	
232183	260-12-570-2	Yagua	260	long	12-570	hãmukã-; -ki	-ki	
232184	260-12-580-1	Yagua	260	tall	12-580	nãway; -ki; hãmuki	nãway	
232185	260-12-580-2	Yagua	260	tall	12-580	nãway; -ki; hãmuki	-ki	
232186	260-12-580-3	Yagua	260	tall	12-580	nãway; -ki; hãmuki	hãmuki	
232187	260-12-590-1	Yagua	260	short	12-590	hapu-; wapu-	hapu-	
232188	260-12-590-2	Yagua	260	short	12-590	hapu-; wapu-	wapu-	
232189	260-12-610-1	Yagua	260	wide, broad	12-610	-kõ; hãmu-	-kõ	
232190	260-12-610-2	Yagua	260	wide, broad	12-610	-kõ; hãmu-	hãmu-	
232191	260-12-620-1	Yagua	260	narrow	12-620	pasi-	pasi-	
232192	260-12-630-1	Yagua	260	thick (in dimension)	12-630	watanu	watanu	
232193	260-12-650-1	Yagua	260	thin (in dimension)	12-650	miriyũ-; muryiyũ-; wata-	miriyũ-	
232194	260-12-650-2	Yagua	260	thin (in dimension)	12-650	miriyũ-; muryiyũ-; wata-	muryiyũ-	
232195	260-12-650-3	Yagua	260	thin (in dimension)	12-650	miriyũ-; muryiyũ-; wata-	wata-	
232196	260-12-670-1	Yagua	260	deep	12-670	watanu; nučãri	watanu	
232197	260-12-670-2	Yagua	260	deep	12-670	watanu; nučãri	nučãri	
232198	260-12-680-1	Yagua	260	shallow	12-680	wata	wata	
232199	260-12-710-1	Yagua	260	flat	12-710	-pãy; -padye; paniyõ	-pãy	
232200	260-12-710-2	Yagua	260	flat	12-710	-pãy; -padye; paniyõ	-padye	
232201	260-12-710-3	Yagua	260	flat	12-710	-pãy; -padye; paniyõ	paniyõ	
232202	260-12-730-1	Yagua	260	straight	12-730	wase-	wase-	
232203	260-12-740-1	Yagua	260	crooked	12-740	wakamyu-; waruyu-	wakamyu-	
232204	260-12-740-2	Yagua	260	crooked	12-740	wakamyu-; waruyu-	waruyu-	
232205	260-12-750-1	Yagua	260	hook	12-750	kã	kã	
232206	260-12-760-1	Yagua	260	corner	12-760	numare	numare	
232207	260-12-770-1	Yagua	260	cross	12-770	[kurisi]	kurisi	1
232208	260-12-780-1	Yagua	260	square	12-780	watatu	watatu	
232209	260-12-810-1	Yagua	260	round	12-810	watatõ; waturi-	watatõ	
232210	260-12-810-2	Yagua	260	round	12-810	watatõ; waturi-	waturi-	
232211	260-12-820-1	Yagua	260	circle	12-820	watatõ	watatõ	
232212	260-12-830-1	Yagua	260	sphere, ball	12-830	waturi-; -ho	waturi-	
232213	260-12-830-2	Yagua	260	sphere, ball	12-830	waturi-; -ho	-ho	
232214	260-12-840-1	Yagua	260	line	12-840	nũčara	nũčara	
232215	260-12-850-1	Yagua	260	hole	12-850	wata-hũ	wata-hũ	
232216	260-12-920-1	Yagua	260	like, similar	12-920	nũtyu; darya	nũtyu	
232217	260-12-920-2	Yagua	260	like, similar	12-920	nũtyu; darya	darya	
232218	260-12-930-1	Yagua	260	change	12-930	tĩtuy	tĩtuy	
232219	260-13-0-1	Yagua	260	zero, nothing	13-0	mitya; mutya	mitya	
232220	260-13-0-2	Yagua	260	zero, nothing	13-0	mitya; mutya	mutya	
232221	260-13-10-1	Yagua	260	one	13-10	taraki	taraki	
232222	260-13-20-1	Yagua	260	two	13-20	-hũy; darahũy	-hũy	
232223	260-13-20-2	Yagua	260	two	13-20	-hũy; darahũy	darahũy	
232224	260-13-30-1	Yagua	260	three	13-30	mumurĩ	mumurĩ	
232225	260-13-40-1	Yagua	260	four	13-40	daryahũyu	daryahũyu	
232226	260-13-50-1	Yagua	260	five	13-50	tadahyo	tadahyo	
232227	260-13-60-1	Yagua	260	six	13-60	tarakinihyate	tarakinihyate	
232228	260-13-70-1	Yagua	260	seven	13-70	nãnũhũɲihyatec̷	nãnũhũɲihyatec̷	
232229	260-13-80-1	Yagua	260	eight	13-80	mumurĩ-nihyate	mumurĩ-nihyate	
232230	260-13-90-1	Yagua	260	nine	13-90	daryahũyunihyate	daryahũyunihyate	
232231	260-13-100-1	Yagua	260	ten	13-100	taraki wũyahũy	taraki wũyahũy	
232232	260-13-102-1	Yagua	260	twelve	13-102	darahũy wũyahũ rančahũ	darahũy wũyahũ rančahũ	
232233	260-13-104-1	Yagua	260	twenty	13-104	d/narahũy wũyahũy	d	
232234	260-13-104-2	Yagua	260	twenty	13-104	d/narahũy wũyahũy	narahũy wũyahũy	
232235	260-13-105-1	Yagua	260	hundred	13-105	pača; taraki pača	pača	
232236	260-13-105-2	Yagua	260	hundred	13-105	pača; taraki pača	taraki pača	
232237	260-13-106-1	Yagua	260	thousand	13-106	taraki waranka	taraki waranka	
232238	260-13-107-1	Yagua	260	count	13-107	saranu; suranu	saranu	
232239	260-13-107-2	Yagua	260	count	13-107	saranu; suranu	suranu	
232240	260-13-140-1	Yagua	260	every, all	13-140	tĩtãhũ	tĩtãhũ	
232241	260-13-150-1	Yagua	260	much, many	13-150	haryi; -hu; rahu	haryi	
232242	260-13-150-2	Yagua	260	much, many	13-150	haryi; -hu; rahu	-hu	
232243	260-13-150-3	Yagua	260	much, many	13-150	haryi; -hu; rahu	rahu	
232244	260-13-160-1	Yagua	260	more	13-160	rančahũ	rančahũ	
232245	260-13-170-1	Yagua	260	little (quantity), few	13-170	-de; pasi-; -derĩ	-de	
232246	260-13-170-2	Yagua	260	little (quantity), few	13-170	-de; pasi-; -derĩ	pasi-	
232247	260-13-170-3	Yagua	260	little (quantity), few	13-170	-de; pasi-; -derĩ	-derĩ	
232248	260-13-180-1	Yagua	260	enough	13-180	-dete; -hu; hãwiɲu; sãrã	-dete	
232249	260-13-180-2	Yagua	260	enough	13-180	-dete; -hu; hãwiɲu; sãrã	-hu	
232250	260-13-180-3	Yagua	260	enough	13-180	-dete; -hu; hãwiɲu; sãrã	hãwiɲu	
232251	260-13-180-4	Yagua	260	enough	13-180	-dete; -hu; hãwiɲu; sãrã	sãrã	
232252	260-13-181-1	Yagua	260	some	13-181	tara; derĩ	tara	
232253	260-13-181-2	Yagua	260	some	13-181	tara; derĩ	derĩ	
232254	260-13-190-1	Yagua	260	multitude, crowd	13-190	-hu; -tu; -way	-hu	
232255	260-13-190-2	Yagua	260	multitude, crowd	13-190	-hu; -tu; -way	-tu	
232256	260-13-190-3	Yagua	260	multitude, crowd	13-190	-hu; -tu; -way	-way	
232257	260-13-210-1	Yagua	260	full	13-210	miryanu; panuho	miryanu	
232258	260-13-210-2	Yagua	260	full	13-210	miryanu; panuho	panuho	
232259	260-13-220-1	Yagua	260	empty	13-220	-kukõ; mitya	-kukõ	
232260	260-13-220-2	Yagua	260	empty	13-220	-kukõ; mitya	mitya	
232261	260-13-230-1	Yagua	260	part, piece	13-230	we; tera; -hũwe	we	
232262	260-13-230-2	Yagua	260	part, piece	13-230	we; tera; -hũwe	tera	
232263	260-13-230-3	Yagua	260	part, piece	13-230	we; tera; -hũwe	-hũwe	
232264	260-13-240-1	Yagua	260	half	13-240	-we; -hũwe; -tãsa; -taday	-we	
232265	260-13-240-2	Yagua	260	half	13-240	-we; -hũwe; -tãsa; -taday	-hũwe	
232266	260-13-240-3	Yagua	260	half	13-240	-we; -hũwe; -tãsa; -taday	-tãsa	
232267	260-13-240-4	Yagua	260	half	13-240	-we; -hũwe; -tãsa; -taday	-taday	
232268	260-13-330-1	Yagua	260	alone, only	13-330	mityanuma; hasikita	mityanuma	
232269	260-13-330-2	Yagua	260	alone, only	13-330	mityanuma; hasikita	hasikita	
232270	260-13-340-1	Yagua	260	first	13-340	hõttã; munatya	hõttã	
232271	260-13-340-2	Yagua	260	first	13-340	hõttã; munatya	munatya	
232272	260-13-350-1	Yagua	260	last	13-350	tamitya	tamitya	
232273	260-13-360-1	Yagua	260	second	13-360	darahũhyũ	darahũhyũ	
232274	260-13-380-1	Yagua	260	two times	13-380	d/narahũhyũ	d	
232275	260-13-380-2	Yagua	260	two times	13-380	d/narahũhyũ	narahũhyũ	
232276	260-13-420-1	Yagua	260	third	13-420	mumurĩ-hũ	mumurĩ-hũ	
232277	260-13-440-1	Yagua	260	three times	13-440	mumurĩ-hũ	mumurĩ-hũ	
232278	260-14-110-1	Yagua	260	time	14-110	runda; hũnda	runda	
232279	260-14-110-2	Yagua	260	time	14-110	runda; hũnda	hũnda	
232280	260-14-120-1	Yagua	260	age	14-120	nihyã; hnda	nihyã	
232281	260-14-120-2	Yagua	260	age	14-120	nihyã; hnda	hnda	
232282	260-14-130-1	Yagua	260	new	14-130	wadi-	wadi-	
232283	260-14-140-1	Yagua	260	young	14-140	waderõ-	waderõ-	
232284	260-14-150-1	Yagua	260	old	14-150	tãrihẽ; rimityu	tãrihẽ	
232285	260-14-150-2	Yagua	260	old	14-150	tãrihẽ; rimityu	rimityu	
232286	260-14-160-1	Yagua	260	early	14-160	tãrimyusidera	tãrimyusidera	
232287	260-14-170-1	Yagua	260	late	14-170	hiɲuway	hiɲuway	
232288	260-14-180-1	Yagua	260	now	14-180	diwye; diye	diwye	
232289	260-14-180-2	Yagua	260	now	14-180	diwye; diye	diye	
232290	260-14-190-1	Yagua	260	immediately	14-190	waričãrãhũ	waričãrãhũ	
232291	260-14-210-1	Yagua	260	swift, fast, quick	14-210	haryuwe; wanira; warenu	haryuwe	
232292	260-14-210-2	Yagua	260	swift, fast, quick	14-210	haryuwe; wanira; warenu	wanira	
232293	260-14-210-3	Yagua	260	swift, fast, quick	14-210	haryuwe; wanira; warenu	warenu	
232294	260-14-220-1	Yagua	260	slow	14-220	tapi	tapi	
232295	260-14-230-1	Yagua	260	hasten, hurry	14-230	haryuwũy	haryuwũy	
232296	260-14-240-1	Yagua	260	retard, delay	14-240	riče	riče	
232297	260-14-250-1	Yagua	260	begin, beginning	14-250	hõta; hõtãda	hõta	
232298	260-14-250-2	Yagua	260	begin, beginning	14-250	hõta; hõtãda	hõtãda	
232299	260-14-252-1	Yagua	260	last, endure	14-252	surũy	surũy	
232300	260-14-260-1	Yagua	260	end (temporal)	14-260	kãsiyada; baryĩhada	kãsiyada	
232301	260-14-260-2	Yagua	260	end (temporal)	14-260	kãsiyada; baryĩhada	baryĩhada	
232302	260-14-270-1	Yagua	260	finish	14-270	kãsi; parita; baryĩ-(mũy)	kãsi	
232303	260-14-270-2	Yagua	260	finish	14-270	kãsi; parita; baryĩ-(mũy)	parita	
232304	260-14-270-3	Yagua	260	finish	14-270	kãsi; parita; baryĩ-(mũy)	baryĩ-	
232305	260-14-280-1	Yagua	260	cease, stop	14-280	rani; ndasani	rani	
232306	260-14-280-2	Yagua	260	cease, stop	14-280	rani; ndasani	ndasani	
232307	260-14-290-1	Yagua	260	ready	14-290	hdutyasara	hdutyasara	
232308	260-14-310-1	Yagua	260	always	14-310	sara; -hayãsara	sara	
232309	260-14-310-2	Yagua	260	always	14-310	sara; -hayãsara	-hayãsara	
232310	260-14-320-1	Yagua	260	often	14-320	hapiči	hapiči	
232311	260-14-330-1	Yagua	260	sometimes	14-330	tarade	tarade	
232312	260-14-331-1	Yagua	260	soon	14-331	warenu; waɲuma	warenu	
232313	260-14-331-2	Yagua	260	soon	14-331	warenu; waɲuma	waɲuma	
232314	260-14-332-1	Yagua	260	long-time (for a)	14-332	tãripyu(hũ)	tãripyu	
232315	260-14-340-1	Yagua	260	never	14-340	netaramũy	netaramũy	
232316	260-14-350-1	Yagua	260	again	14-350	-nti	-nti	
232317	260-14-410-1	Yagua	260	day	14-410	hnda; hũda; runda	hnda	
232318	260-14-410-2	Yagua	260	day	14-410	hnda; hũda; runda	hũda	
232319	260-14-410-3	Yagua	260	day	14-410	hnda; hũda; runda	runda	
232320	260-14-420-1	Yagua	260	night	14-420	nupora	nupora	
